Group, Name, Avg RMS, Number of elements, Accuracy, Number of constraints, Prep time, Resize time, Synth time
fwt-running, fwt-running-content,0.280,12,1.000,147,0.018,0.001,27.735
fwt-running, fwt-running-footer,0.000,9,1.000,91,0.013,0.001,16.110
fwt-running, fwt-running-footer,0.000,9,1.000,91,0.013,0.001,15.987
fwt-running, fwt-running-footer,0.000,9,1.000,91,0.016,0.002,16.127
synthetic, 2-boxes,0.000,3,1.000,15,0.003,0.001,8.041
synthetic, 2-boxes,0.000,3,1.000,15,0.002,0.001,8.147
synthetic, 2-boxes,0.000,3,1.000,15,0.003,0.001,8.027
synthetic, 3-boxes,0.000,4,1.000,25,0.003,0.001,9.406
synthetic, 3-boxes,0.000,4,1.000,25,0.003,0.000,9.314
synthetic, 3-boxes,0.000,4,1.000,25,0.003,0.001,9.374
synthetic, centered,0.000,2,1.000,5,0.001,0.000,6.812
synthetic, centered,0.000,2,1.000,5,0.001,0.001,6.793
synthetic, centered,0.000,2,1.000,5,0.001,0.001,6.739
synthetic, 2-2-boxes,0.000,7,1.000,55,0.009,0.001,12.276
synthetic, 2-2-boxes,0.000,7,1.000,55,0.009,0.001,12.358
synthetic, 2-2-boxes,0.000,7,1.000,61,0.011,0.001,12.236
synthetic, 3-2-boxes,0.000,8,1.000,74,0.009,0.001,13.555
synthetic, 3-2-boxes,0.000,8,1.000,74,0.011,0.001,13.630
synthetic, 3-2-boxes,0.000,8,1.000,65,0.009,0.001,13.546
duckduckgo, ddg-header,0.344,8,1.000,51,0.009,0.001,15.201
duckduckgo, ddg-header,0.378,8,1.000,51,0.008,0.001,14.594
duckduckgo, ddg-header,0.337,8,1.000,51,0.008,0.002,15.738
duckduckgo, ddg-logo,0.300,6,1.000,41,0.006,0.001,12.346
duckduckgo, ddg-logo,0.300,6,1.000,41,0.009,0.001,11.930
duckduckgo, ddg-logo,0.300,6,1.000,41,0.006,0.001,11.582
duckduckgo, ddg-searchbar,0.316,4,1.000,27,0.003,0.001,9.757
duckduckgo, ddg-searchbar,0.316,4,1.000,27,0.003,0.001,9.676
duckduckgo, ddg-searchbar,0.316,4,1.000,27,0.003,0.001,9.590
duckduckgo, ddg-privacy,0.382,15,0.933,146,0.021,0.002,25.832
duckduckgo, ddg-privacy,0.382,15,0.933,145,0.020,0.002,25.864
duckduckgo, ddg-privacy,0.384,15,0.933,144,0.022,0.001,25.746
duckduckgo, ddg-minipages,0.229,16,1.000,160,0.022,0.002,25.554
duckduckgo, ddg-minipages,0.229,16,1.000,160,0.027,0.001,25.610
duckduckgo, ddg-minipages,0.229,16,1.000,160,0.023,0.001,25.413
duckduckgo, ddg-large-blurb,0.270,5,1.000,40,0.005,0.001,10.475
duckduckgo, ddg-large-blurb,0.270,5,1.000,40,0.005,0.000,10.341
duckduckgo, ddg-large-blurb,0.270,5,1.000,40,0.006,0.000,10.218
duckduckgo, ddg-faq,0.217,1,1.000,0,0.000,0.000,5.981
duckduckgo, ddg-faq,0.217,1,1.000,0,0.000,0.000,6.057
duckduckgo, ddg-faq,0.217,1,1.000,0,0.000,0.000,5.997
